Antecedent,Consequent,Support,Confidence,Lift
Sex=M,Romantic=no,0.3392405063291139,0.7165775401069517,1.0762286248754598
"G1Level=Medium, School=GP",Address=U,0.3493670886075949,0.8363636363636363,1.076103050044418
"AgeGroup=17-18, School=GP",SchoolSupport=no,0.3392405063291139,0.9370629370629371,1.0759879655228493
"G2Level=Low, HigherEducation=yes",FamilySupport=yes,0.22025316455696203,0.6590909090909091,1.0757888805409466
"Result=Pass, School=GP",Romantic=no,0.4278481012658228,0.7161016949152543,1.0755139524392603
"Failures=0, StudyTime=2-5 hrs",Result=Pass,0.28860759493670884,0.7215189873417721,1.0754716981132075
"Absences=Low, Activities=no",Failures=0,0.2,0.8494623655913979,1.075441135925007
"FamilySupport=yes, Romantic=no",School=GP,0.3848101265822785,0.95,1.075214899713467
"Absences=Low, Romantic=no",Failures=0,0.2708860759493671,0.8492063492063493,1.0751170126170126
"Activities=no, G1Level=Medium",SchoolSupport=no,0.22278481012658227,0.9361702127659575,1.074962889658585
"Failures=0, StudyTime=2-5 hrs",Address=U,0.3341772151898734,0.8354430379746836,1.0749185667752443
Absences=Low,"Address=U, Failures=0",0.3139240506329114,0.6775956284153005,1.0749006956788902
"AgeGroup=17-18, Failures=0",Result=Pass,0.2683544303797468,0.7210884353741497,1.0748299319727892
"Internet=yes, StudyTime=2-5 hrs",FamilySupport=yes,0.2683544303797468,0.6583850931677018,1.0746368256249677
"Absences=Low, School=GP",FamilySupport=yes,0.2683544303797468,0.6583850931677018,1.0746368256249677
"SchoolSupport=no, Sex=M",Result=Pass,0.3139240506329114,0.7209302325581396,1.0745941202281704
G2Level=Medium,"Failures=0, HigherEducation=yes",0.3822784810126582,0.8296703296703296,1.0744910826878038
"Failures=0, FamilySupport=yes",Result=Pass,0.3594936708860759,0.7208121827411167,1.074418159180155
"Activities=yes, FamilySupport=yes",FamilySize=GT3,0.2379746835443038,0.7642276422764227,1.0742701733067153
"SchoolSupport=no, Sex=M",Romantic=no,0.31139240506329113,0.7151162790697675,1.0740339552568752
"HigherEducation=yes, StudyTime=2-5 hrs",FamilySupport=yes,0.31645569620253167,0.6578947368421053,1.073836450630709
"G1Level=Low, Internet=yes",FamilySupport=yes,0.189873417721519,0.6578947368421053,1.073836450630709
"Activities=yes, FamilySupport=yes",Internet=yes,0.27848101265822783,0.8943089430894309,1.073714384560259
AgeGroup=17-18,"HigherEducation=yes, SchoolSupport=no",0.40253164556962023,0.8833333333333333,1.0735897435897435
"AgeGroup=<=16, StudyTime=2-5 hrs",Failures=0,0.19746835443037974,0.8478260869565217,1.0733695652173914
Absences=Medium,"Failures=0, HigherEducation=yes",0.30632911392405066,0.8287671232876712,1.0733213563889512
"Activities=yes, FamilySize=GT3",FamilySupport=yes,0.2379746835443038,0.6573426573426573,1.072935329133676
"Activities=yes, AgeGroup=<=16",Romantic=no,0.189873417721519,0.7142857142857144,1.0727865290602936
FamilySupport=yes,"Failures=0, School=GP",0.46582278481012657,0.7603305785123966,1.0726092089728452
"Failures=0, School=GP",FamilySupport=yes,0.46582278481012657,0.6571428571428571,1.0726092089728452
"Address=U, Romantic=yes",Internet=yes,0.23291139240506328,0.8932038834951456,1.0723876412783662
"Absences=Low, Sex=F",FamilySize=GT3,0.18734177215189873,0.7628865979381443,1.0723850753934767
"Absences=Low, StudyTime=2-5 hrs",Address=U,0.20253164556962025,0.8333333333333334,1.0722041259500543
"Failures=0, Result=Pass",Romantic=no,0.42278481012658226,0.7136752136752136,1.0718696174969937
"FamilySize=GT3, Result=Pass",Romantic=no,0.3341772151898734,0.7135135135135136,1.0716267598396876
Activities=yes,"HigherEducation=yes, School=GP",0.4582278481012658,0.9004975124378108,1.0713750524486
"Absences=Low, Failures=0",Romantic=no,0.2708860759493671,0.7133333333333333,1.0713561470215462
"Absences=Medium, FamilySize=GT3",Failures=0,0.22278481012658227,0.846153846153846,1.0712524654832345
"G1Level=Low, HigherEducation=yes",Romantic=no,0.23291139240506328,0.7131782945736433,1.0711232941315176
"G2Level=Low, School=GP",FamilySize=GT3,0.2430379746835443,0.761904761904762,1.0710049144212845
"AgeGroup=17-18, FamilySupport=yes",SchoolSupport=no,0.24556962025316456,0.9326923076923076,1.0709693649373881
"FamilySupport=yes, G1Level=Low",School=GP,0.22278481012658227,0.9462365591397849,1.0709554179375789
"G2Level=Medium, School=GP",Address=U,0.3392405063291139,0.8322981366459626,1.0708721953588118
"Failures=0, School=GP",Address=U,0.589873417721519,0.8321428571428572,1.0706724057701256
Address=U,"Failures=0, School=GP",0.589873417721519,0.758957654723127,1.0706724057701256
"AgeGroup=<=16, FamilySize=GT3",Address=U,0.28860759493670884,0.8321167883211678,1.0706388644523168
"Absences=Low, Internet=yes",Failures=0,0.3189873417721519,0.8456375838926173,1.070598864223025
"FamilySupport=no, School=GP",Address=U,0.26329113924050634,0.832,1.070488599348534
"Address=U, Failures=0",Internet=yes,0.5620253164556962,0.891566265060241,1.0704215036437543
Internet=yes,"Address=U, Failures=0",0.5620253164556962,0.6747720364741642,1.0704215036437543
"Activities=no, FamilySupport=yes",Address=U,0.25063291139240507,0.8319327731092437,1.0704021022089618
Sex=M,"School=GP, SchoolSupport=no",0.3822784810126582,0.8074866310160427,1.0703262390984458
"Absences=Low, Sex=F",Failures=0,0.20759493670886076,0.845360824742268,1.0702484800422944
"Activities=no, StudyTime=2-5 hrs",Address=U,0.2,0.8315789473684211,1.069946854105949
FamilySupport=yes,"FamilySize=GT3, HigherEducation=yes",0.4430379746835443,0.7231404958677685,1.0698145912650507
"FamilySize=GT3, HigherEducation=yes",FamilySupport=yes,0.4430379746835443,0.6554307116104868,1.0698145912650507
"Absences=Low, Address=U",FamilySupport=yes,0.24050632911392406,0.6551724137931034,1.0693929894556853
"Internet=yes, Romantic=no",Address=U,0.4481012658227848,0.8309859154929577,1.069183832637519
G1Level=Low,FamilySupport=yes,0.23544303797468355,0.6549295774647887,1.0689966243743452
"Absences=Low, Activities=yes",School=GP,0.21518987341772153,0.9444444444444445,1.0689270932823942
"Activities=yes, Sex=F",FamilySize=GT3,0.1848101265822785,0.7604166666666667,1.0689131079478056
"Sex=F, StudyTime=2-5 hrs",FamilySupport=yes,0.18734177215189873,0.654867256637168,1.0688949023623198
"AgeGroup=<=16, FamilySupport=yes",Address=U,0.2607594936708861,0.8306451612903226,1.0687454029631187
"Address=U, Internet=yes",School=GP,0.6430379746835443,0.9442379182156134,1.068693345831425
School=GP,"Address=U, Internet=yes",0.6430379746835443,0.7277936962750716,1.068693345831425
"School=GP, Sex=F",Address=U,0.3848101265822785,0.8306010928961748,1.0686887025862835
"Result=Pass, School=GP",Address=U,0.4962025316455696,0.8305084745762712,1.0685695356925964
"Absences=Low, AgeGroup=<=16",Internet=yes,0.22531645569620254,0.89,1.0685410334346506
"G2Level=Medium, Sex=F",Failures=0,0.20506329113924052,0.8437500000000001,1.0682091346153848
"G2Level=Medium, Sex=M",SchoolSupport=no,0.20253164556962025,0.9302325581395349,1.0681449432125474
FamilySize=LE3,"Address=U, SchoolSupport=no",0.20759493670886076,0.7192982456140351,1.068130853449413
"Address=U, G1Level=Low",School=GP,0.25316455696202533,0.9433962264150945,1.0677407147104936
"School=GP, Sex=F",FamilySize=GT3,0.3518987341772152,0.7595628415300546,1.06771289111876
"Result=Pass, Sex=F",FamilySupport=yes,0.22025316455696203,0.6541353383458647,1.0677002423413906
"Activities=no, G1Level=Medium",Address=U,0.19746835443037974,0.8297872340425532,1.0676415552013305
"Romantic=no, School=GP",Failures=0,0.5037974683544304,0.8432203389830509,1.0675385701868754
Romantic=no,"Failures=0, School=GP",0.5037974683544304,0.7566539923954373,1.067422596414992
"Failures=0, School=GP",Romantic=no,0.5037974683544304,0.7107142857142857,1.067422596414992
"Romantic=no, School=GP",Result=Pass,0.4278481012658228,0.7161016949152543,1.0673968660057565
Result=Fail,FamilySupport=yes,0.21518987341772153,0.653846153846154,1.0672282263191355
"Failures=0, Sex=M",Internet=yes,0.3240506329113924,0.888888888888889,1.0672070246538332
"Address=U, AgeGroup=17-18",Internet=yes,0.28354430379746837,0.888888888888889,1.0672070246538332
"Failures=0, FamilySize=LE3",Internet=yes,0.20253164556962025,0.888888888888889,1.0672070246538332
Sex=M,"Internet=yes, SchoolSupport=no",0.3670886075949367,0.7754010695187166,1.0671896252957946
"Activities=yes, Sex=M",School=GP,0.25063291139240507,0.942857142857143,1.0671305771592305
FamilySupport=yes,"HigherEducation=yes, School=GP",0.549367088607595,0.8966942148760331,1.0668500448073284
"HigherEducation=yes, School=GP",FamilySupport=yes,0.549367088607595,0.6536144578313253,1.0668500448073284
"FamilySize=GT3, G2Level=Medium",FamilySupport=yes,0.21012658227848102,0.6535433070866142,1.0667339103273248
"HigherEducation=yes, Romantic=no",Failures=0,0.5417721518987342,0.8425196850393701,1.0666515243286898
Failures=0,"HigherEducation=yes, Romantic=no",0.5417721518987342,0.6858974358974359,1.0666515243286898
Absences=Medium,Failures=0,0.31139240506329113,0.8424657534246575,1.0665832455216016
"Activities=yes, Address=U",Internet=yes,0.34177215189873417,0.888157894736842,1.0663293872980322
"Address=U, School=GP",Internet=yes,0.6430379746835443,0.8881118881118881,1.0662741513805343
Internet=yes,"Address=U, School=GP",0.6430379746835443,0.7720364741641337,1.0662741513805343
"Address=U, AgeGroup=17-18",SchoolSupport=no,0.29620253164556964,0.9285714285714287,1.0662375415282395
FamilySupport=yes,"Internet=yes, School=GP",0.4911392405063291,0.8016528925619835,1.0661713554275538
"Internet=yes, School=GP",FamilySupport=yes,0.4911392405063291,0.6531986531986532,1.0661713554275538
"FamilySize=LE3, Internet=yes",Failures=0,0.20253164556962025,0.8421052631578947,1.0661268556005397
"Failures=0, FamilySize=GT3",FamilySupport=yes,0.3670886075949367,0.6531531531531531,1.0660970888243615
AgeGroup=<=16,"FamilySize=GT3, HigherEducation=yes",0.3392405063291139,0.7204301075268816,1.0658048407232892
"Absences=Low, School=GP",FamilySize=GT3,0.30886075949367087,0.7577639751552795,1.0651842355385601
Absences=Medium,"HigherEducation=yes, Romantic=no",0.25316455696202533,0.684931506849315,1.0651493905727538
"Absences=Medium, SchoolSupport=no",Failures=0,0.2683544303797468,0.8412698412698413,1.06506919006919
"Activities=no, School=GP",FamilySupport=yes,0.2708860759493671,0.6524390243902439,1.0649314654303568
"G2Level=Low, HigherEducation=yes",FamilySize=GT3,0.25316455696202533,0.7575757575757576,1.064919659225709
"Activities=no, G2Level=Medium",Address=U,0.18227848101265823,0.8275862068965517,1.0648096147366055
"Absences=Low, Romantic=no",Result=Pass,0.22784810126582278,0.7142857142857143,1.064690026954178
"Absences=Low, FamilySupport=yes",Failures=0,0.24050632911392406,0.8407079646017699,1.0643578398003177
"Activities=no, Sex=M",SchoolSupport=no,0.19240506329113924,0.926829268292683,1.0642370958593308
"G1Level=Medium, Internet=yes",FamilySupport=yes,0.2607594936708861,0.6518987341772151,1.0640495867768593
"Activities=no, Failures=0",Address=U,0.3139240506329114,0.8266666666666667,1.0636264929424537
"Absences=Low, Failures=0",Address=U,0.3139240506329114,0.8266666666666667,1.0636264929424537
"Absences=Low, Result=Pass",Address=U,0.25316455696202533,0.8264462809917356,1.0633429348265
"Romantic=no, School=GP",Address=U,0.4936708860759494,0.8262711864406781,1.06311765030641
"Absences=Low, School=GP",Address=U,0.3367088607594937,0.8260869565217391,1.062880611811358
"G1Level=Medium, StudyTime=2-5 hrs",Address=U,0.19240506329113924,0.8260869565217391,1.062880611811358
Absences=Medium,"Failures=0, School=GP",0.27848101265822783,0.7534246575342465,1.0628669275929548
"FamilySupport=yes, G2Level=Medium",Internet=yes,0.25316455696202533,0.8849557522123893,1.0624848696774887
"Absences=Low, FamilySupport=yes",Internet=yes,0.25316455696202533,0.8849557522123893,1.0624848696774887
"SchoolSupport=no, Sex=F",FamilySize=GT3,0.3291139240506329,0.7558139534883721,1.0624431018786724
"Result=Pass, Romantic=yes",SchoolSupport=no,0.18734177215189873,0.925,1.0621366279069768
"FamilySize=LE3, Result=Pass",SchoolSupport=no,0.18734177215189873,0.925,1.0621366279069768
G2Level=Medium,"Failures=0, School=GP",0.3468354430379747,0.7527472527472527,1.0619113029827316
"Absences=Low, FamilySupport=yes",School=GP,0.2683544303797468,0.9380530973451326,1.0616933336714252
"FamilySize=GT3, Sex=M",Result=Pass,0.22531645569620254,0.712,1.0612830188679245
"Address=U, Romantic=no",Failures=0,0.43291139240506327,0.8382352941176471,1.061227375565611
FamilySize=LE3,Address=U,0.2379746835443038,0.8245614035087719,1.0609177667295273
"AgeGroup=17-18, StudyTime=2-5 hrs",SchoolSupport=no,0.21518987341772153,0.923913043478261,1.0608885237613752
"Address=U, SchoolSupport=no",Internet=yes,0.5949367088607594,0.8834586466165413,1.060687432867884
Internet=yes,"Address=U, SchoolSupport=no",0.5949367088607594,0.7142857142857142,1.0606874328678837
"Address=U, Sex=M",School=GP,0.3392405063291139,0.9370629370629371,1.0605726651571923
Activities=yes,"Failures=0, Internet=yes",0.3620253164556962,0.7114427860696516,1.060452454707594
"G2Level=Low, Internet=yes",FamilySize=GT3,0.21772151898734177,0.7543859649122807,1.0604357869763377
"G2Level=Medium, StudyTime=2-5 hrs",Address=U,0.189873417721519,0.8241758241758242,1.0604216630275263
"Internet=yes, Sex=M",Address=U,0.33164556962025316,0.8238993710691824,1.0600659660336387
"G2Level=Low, Result=Fail",FamilySize=GT3,0.23291139240506328,0.7540983606557378,1.0600315034128698
"Sex=M, StudyTime=<2 hrs",SchoolSupport=no,0.18227848101265823,0.9230769230769231,1.0599284436493739
"FamilySize=GT3, Romantic=yes",SchoolSupport=no,0.21265822784810126,0.923076923076923,1.0599284436493739
"Absences=Low, Address=U",Internet=yes,0.3240506329113924,0.8827586206896552,1.0598469762079445
"Activities=yes, Failures=0",Internet=yes,0.3620253164556962,0.882716049382716,1.0597958647604038
"AgeGroup=17-18, StudyTime=2-5 hrs",Failures=0,0.1949367088607595,0.8369565217391305,1.0596084169453734
Result=Pass,"HigherEducation=yes, SchoolSupport=no",0.5848101265822785,0.8716981132075472,1.0594484760522496
"HigherEducation=yes, SchoolSupport=no",Result=Pass,0.5848101265822785,0.7107692307692307,1.0594484760522496
"Address=U, StudyTime=<2 hrs",School=GP,0.1848101265822785,0.935897435897436,1.0592535449268974
StudyTime=2-5 hrs,Address=U,0.41265822784810124,0.8232323232323232,1.0592077123021748
G2Level=Low,FamilySize=GT3,0.27848101265822783,0.7534246575342465,1.0590844830107735
"Address=U, Failures=0",School=GP,0.589873417721519,0.9357429718875502,1.0590787217638462
School=GP,"Address=U, Failures=0",0.589873417721519,0.667621776504298,1.0590787217638462
"Activities=yes, Internet=yes",Failures=0,0.3620253164556962,0.8362573099415205,1.0587231968810917
"Address=U, HigherEducation=yes",Failures=0,0.620253164556962,0.8361774744027304,1.0586221230419184
Failures=0,"Address=U, HigherEducation=yes",0.620253164556962,0.7852564102564102,1.0586221230419184
FamilySupport=yes,"HigherEducation=yes, Internet=yes",0.5139240506329114,0.8388429752066114,1.0586037546537108
"Internet=yes, Sex=F",FamilySize=GT3,0.3240506329113924,0.7529411764705882,1.0584048566045634
"FamilySupport=yes, StudyTime=2-5 hrs",Failures=0,0.2708860759493671,0.8359375,1.0583183092948718
"Activities=no, Romantic=no",Result=Pass,0.23544303797468355,0.7099236641221375,1.05818810312545
"Address=U, AgeGroup=<=16",Internet=yes,0.3569620253164557,0.8812500000000001,1.0580357142857144
"HigherEducation=yes, School=GP",Address=U,0.6911392405063291,0.822289156626506,1.0579941917507163
Address=U,"HigherEducation=yes, School=GP",0.6911392405063291,0.8892508143322475,1.057994191750716
"Internet=yes, Romantic=no",Failures=0,0.4506329113924051,0.835680751173709,1.057993258697484
"FamilySupport=yes, G2Level=Low",School=GP,0.21772151898734177,0.9347826086956522,1.0579917777500933
"Internet=yes, Sex=M",Romantic=no,0.28354430379746837,0.7044025157232705,1.0579429418657484
"Failures=0, FamilySize=LE3",Address=U,0.18734177215189873,0.8222222222222223,1.057908070937387
"School=GP, SchoolSupport=no",Address=U,0.620253164556962,0.8221476510067114,1.0578121242594494
Address=U,"School=GP, SchoolSupport=no",0.620253164556962,0.7980456026058631,1.0578121242594494
"Absences=Medium, HigherEducation=yes",Romantic=no,0.25316455696202533,0.7042253521126761,1.057676859636909
StudyTime=2-5 hrs,"Address=U, Failures=0",0.3341772151898734,0.6666666666666666,1.0575635876840694
"G2Level=Medium, StudyTime=2-5 hrs",Failures=0,0.19240506329113924,0.8351648351648351,1.0573400958016341
"Activities=no, Result=Pass",Address=U,0.2683544303797468,0.821705426356589,1.0572431381460998
FamilySupport=yes,FamilySize=GT3,0.4607594936708861,0.7520661157024793,1.0571747889767946
"Failures=0, FamilySupport=yes",School=GP,0.46582278481012657,0.934010152284264,1.0571175075996684
"Address=U, G2Level=Low",School=GP,0.25063291139240507,0.9339622641509434,1.0570633075633886
"AgeGroup=<=16, Sex=F",Internet=yes,0.20506329113924052,0.8804347826086957,1.057056957843267
"Address=U, FamilySupport=no",Internet=yes,0.2607594936708861,0.8803418803418803,1.0569454186475462
"FamilySupport=no, Result=Pass",Romantic=no,0.19240506329113924,0.7037037037037036,1.056893395296437
"Activities=no, Sex=F",Address=U,0.23291139240506328,0.8214285714285714,1.0568869241507677
Address=U,"HigherEducation=yes, Internet=yes",0.6506329113924051,0.8371335504885994,1.0564464934281046
"HigherEducation=yes, Internet=yes",Address=U,0.6506329113924051,0.8210862619808307,1.0564464934281046
"Address=U, Result=Pass",School=GP,0.4962025316455696,0.9333333333333333,1.0563514804202483
Result=Pass,"HigherEducation=yes, Romantic=no",0.45569620253164556,0.6792452830188679,1.0563066409151687
"HigherEducation=yes, Romantic=no",Result=Pass,0.45569620253164556,0.7086614173228346,1.0563066409151685
FamilySize=LE3,"Address=U, Internet=yes",0.20759493670886076,0.7192982456140351,1.0562186134481184
Sex=M,SchoolSupport=no,0.43544303797468353,0.9197860962566844,1.0561497326203209
"FamilySupport=yes, Internet=yes",FamilySize=GT3,0.39746835443037976,0.7511961722488038,1.055951914726966
"FamilySize=GT3, FamilySupport=no",SchoolSupport=no,0.23037974683544304,0.9191919191919192,1.0554674653511864
"School=GP, StudyTime=<2 hrs",Address=U,0.1848101265822785,0.8202247191011236,1.0553379936317389
"Address=U, G1Level=Medium",School=GP,0.3493670886075949,0.9324324324324323,1.0553318361341282
Romantic=yes,Internet=yes,0.2936708860759494,0.8787878787878788,1.0550796721009488
"Romantic=no, StudyTime=2-5 hrs",Failures=0,0.26582278481012656,0.8333333333333333,1.0550213675213675
Absences=Low,"Address=U, SchoolSupport=no",0.3291139240506329,0.7103825136612021,1.054891326677349
Activities=yes,"HigherEducation=yes, Internet=yes",0.4253164556962025,0.8358208955223879,1.0547899480234608
"Activities=yes, Romantic=no",School=GP,0.31139240506329113,0.9318181818181818,1.0546366241208647
"Address=U, HigherEducation=yes",School=GP,0.6911392405063291,0.9317406143344711,1.0545488328427395
School=GP,"Address=U, HigherEducation=yes",0.6911392405063291,0.7822349570200573,1.0545488328427395
Address=U,School=GP,0.7240506329113924,0.9315960912052117,1.0543852608196522
School=GP,Address=U,0.7240506329113924,0.819484240687679,1.054385260819652
Absences=Medium,"Failures=0, SchoolSupport=no",0.2683544303797468,0.7260273972602739,1.0543412570507653
"FamilySupport=yes, School=GP",FamilySize=GT3,0.4253164556962025,0.75,1.054270462633452
Sex=F,FamilySize=GT3,0.3949367088607595,0.75,1.054270462633452
"Internet=yes, Result=Fail",FamilySize=GT3,0.19746835443037974,0.75,1.054270462633452
"HigherEducation=yes, Sex=M",SchoolSupport=no,0.39746835443037976,0.9181286549707603,1.054246566027472
"Absences=Medium, FamilySize=GT3",Romantic=no,0.1848101265822785,0.701923076923077,1.0542190699034806
"Absences=Low, School=GP",Romantic=no,0.28607594936708863,0.7018633540372672,1.054129372033158
"Address=U, FamilySize=GT3",Internet=yes,0.47341772151898737,0.8779342723004695,1.0540548254063387
"FamilySupport=no, SchoolSupport=no",Result=Pass,0.25063291139240507,0.7071428571428572,1.0540431266846362
"Romantic=no, Sex=M",SchoolSupport=no,0.31139240506329113,0.9179104477611941,1.053996008330441
"Absences=Low, HigherEducation=yes",Romantic=no,0.3037974683544304,0.7017543859649124,1.05396571276099
"AgeGroup=<=16, G1Level=Medium",Internet=yes,0.2,0.8777777777777779,1.0538669368456604
"Activities=yes, AgeGroup=<=16",Address=U,0.21772151898734177,0.8190476190476191,1.0538234837909106
"Failures=0, HigherEducation=yes",Romantic=no,0.5417721518987342,0.7016393442622951,1.053792931496603
Romantic=no,"Failures=0, HigherEducation=yes",0.5417721518987342,0.8136882129277566,1.0537929314966028
"Sex=M, StudyTime=2-5 hrs",SchoolSupport=no,0.19746835443037974,0.9176470588235294,1.0536935704514363
"Internet=yes, SchoolSupport=no",Address=U,0.5949367088607594,0.8188153310104529,1.0535246115606804
Address=U,"Internet=yes, SchoolSupport=no",0.5949367088607594,0.765472312703583,1.0535246115606804
"Activities=yes, Sex=F",HigherEducation=yes,0.2430379746835443,1.0,1.0533333333333335
"AgeGroup=<=16, Sex=F",HigherEducation=yes,0.23291139240506328,1.0,1.0533333333333335
"Absences=Medium, Sex=F",HigherEducation=yes,0.18734177215189873,1.0,1.0533333333333335
StudyTime=2-5 hrs,"Address=U, School=GP",0.3822784810126582,0.7626262626262625,1.0532775305502577
"Address=U, G2Level=Medium",School=GP,0.3392405063291139,0.9305555555555555,1.0532075772047118
"Address=U, HigherEducation=yes",Internet=yes,0.6506329113924051,0.8771331058020478,1.0530929385769268
Internet=yes,"Address=U, HigherEducation=yes",0.6506329113924051,0.7811550151975685,1.0530929385769268
"Absences=Low, Sex=M",School=GP,0.20253164556962025,0.9302325581395349,1.0528420070633704
"Address=U, FamilySupport=yes",Failures=0,0.4,0.8315789473684211,1.0528002699055332
"Activities=yes, G2Level=Medium",Failures=0,0.2,0.8315789473684211,1.0528002699055332
Activities=yes,"Failures=0, School=GP",0.379746835443038,0.7462686567164178,1.0527718550106608
"AgeGroup=<=16, Result=Pass",Internet=yes,0.30632911392405066,0.8768115942028987,1.0527069292101672
"FamilySupport=yes, Sex=M",School=GP,0.23544303797468355,0.9299999999999999,1.0525787965616045
"FamilySupport=no, Internet=yes",SchoolSupport=no,0.27848101265822783,0.9166666666666666,1.0525678294573644
"FamilySupport=no, Result=Pass",SchoolSupport=no,0.25063291139240507,0.9166666666666666,1.0525678294573644
"FamilySupport=yes, Romantic=no",Failures=0,0.3367088607594937,0.83125,1.052383814102564
"Activities=yes, Internet=yes",School=GP,0.40253164556962023,0.9298245614035088,1.0523802342532549
FamilySupport=no,Result=Pass,0.27341772151898736,0.7058823529411765,1.0521642619311875
Sex=M,Result=Pass,0.3341772151898734,0.7058823529411764,1.0521642619311875
Activities=yes,"Internet=yes, School=GP",0.40253164556962023,0.7910447761194028,1.0520629177345593
"AgeGroup=<=16, Failures=0",FamilySize=GT3,0.3012658227848101,0.7484276729559749,1.0520602520199647
"FamilySupport=yes, Sex=F",Failures=0,0.29873417721518986,0.8309859154929577,1.052049476345251
Address=U,Internet=yes,0.6810126582278481,0.8762214983713354,1.051998455491421
Internet=yes,Address=U,0.6810126582278481,0.817629179331307,1.051998455491421
"Activities=yes, AgeGroup=<=16",Internet=yes,0.23291139240506328,0.8761904761904763,1.0519612100159215
"FamilySupport=yes, Result=Fail",School=GP,0.2,0.9294117647058824,1.051913028821844
"Address=U, Sex=M",SchoolSupport=no,0.33164556962025316,0.916083916083916,1.0518986827126362
"HigherEducation=yes, Romantic=yes",Internet=yes,0.2683544303797468,0.8760330578512395,1.0517722123137982
Absences=Medium,"Failures=0, Internet=yes",0.2607594936708861,0.7054794520547945,1.051563711553373
"Absences=Low, Activities=no",Address=U,0.19240506329113924,0.8172043010752688,1.0514517880284402
"FamilySupport=yes, HigherEducation=yes",FamilySize=GT3,0.4430379746835443,0.7478632478632478,1.0512668430817895
"Activities=no, Sex=F",Failures=0,0.23544303797468355,0.8303571428571428,1.051253434065934
"Result=Fail, SchoolSupport=no",FamilySize=GT3,0.20253164556962025,0.7476635514018691,1.0509861309741577
FamilySupport=no,SchoolSupport=no,0.35443037974683544,0.9150326797385621,1.0506915944672444
FamilySupport=no,"HigherEducation=yes, Result=Pass",0.26582278481012656,0.6862745098039215,1.0506915944672441
"FamilySupport=yes, Internet=yes",School=GP,0.4911392405063291,0.9282296650717703,1.0505751223591668
"Address=U, FamilySupport=yes",FamilySize=GT3,0.3594936708860759,0.7473684210526315,1.0505712680277204
"Activities=yes, HigherEducation=yes",School=GP,0.4582278481012658,0.9282051282051281,1.05054735140695
"Romantic=yes, SchoolSupport=no",Internet=yes,0.26582278481012656,0.8749999999999999,1.050531914893617
"Activities=no, Result=Pass",SchoolSupport=no,0.29873417721518986,0.9147286821705425,1.0503425274923381
"Address=U, Result=Fail",School=GP,0.22784810126582278,0.9278350515463917,1.0501284967358873
Sex=F,"Address=U, HigherEducation=yes",0.41012658227848103,0.7788461538461539,1.0499803097925966
"Activities=yes, Sex=M",SchoolSupport=no,0.2430379746835443,0.9142857142857144,1.0498338870431896
"AgeGroup=<=16, Failures=0",Internet=yes,0.3518987341772152,0.8742138364779874,1.0495880407562463
"FamilySupport=yes, HigherEducation=yes",School=GP,0.549367088607595,0.9273504273504274,1.0495799965714006
"Activities=yes, StudyTime=2-5 hrs",Address=U,0.21265822784810126,0.8155339805825242,1.0493026785996646
Absences=Medium,Romantic=no,0.2582278481012658,0.6986301369863013,1.049273399656232
"SchoolSupport=no, StudyTime=2-5 hrs",Address=U,0.3468354430379747,0.8154761904761906,1.0492283232511246
"AgeGroup=<=16, Result=Pass",FamilySize=GT3,0.2607594936708861,0.746376811594203,1.0491773686110681
Result=Pass,"Internet=yes, SchoolSupport=no",0.5113924050632911,0.7622641509433962,1.0491091972914337
"Internet=yes, SchoolSupport=no",Result=Pass,0.5113924050632911,0.7038327526132404,1.0491091972914337
"Activities=yes, Sex=M",Failures=0,0.22025316455696203,0.8285714285714287,1.0489926739926743
"Address=U, Sex=F",School=GP,0.3848101265822785,0.926829268292683,1.048990146061919
"Address=U, FamilySupport=yes",Internet=yes,0.42025316455696204,0.8736842105263158,1.0489521676531754
G2Level=Medium,"Address=U, Internet=yes",0.3291139240506329,0.7142857142857142,1.0488582049920339
"Absences=Low, Romantic=no",FamilySize=GT3,0.2379746835443038,0.746031746031746,1.0486923120375078
"Failures=0, FamilySize=GT3",Romantic=no,0.3924050632911392,0.6981981981981982,1.048624670297674
"Activities=yes, Result=Pass",School=GP,0.3189873417721519,0.926470588235294,1.0485841901230404
"Address=U, G1Level=Low",Romantic=no,0.18734177215189873,0.6981132075471699,1.0484970227419472
Romantic=no,Result=Pass,0.46835443037974683,0.7034220532319392,1.048497022741947
Result=Pass,Romantic=no,0.46835443037974683,0.6981132075471698,1.048497022741947
"Address=U, StudyTime=2-5 hrs",School=GP,0.3822784810126582,0.9263803680981595,1.0484820785065128
"Failures=0, FamilySupport=no",SchoolSupport=no,0.26582278481012656,0.9130434782608695,1.0484074823053589
"FamilySupport=no, Result=Pass",Address=U,0.22278481012658227,0.8148148148148148,1.0483773675956085
"Absences=Low, Internet=yes",Romantic=no,0.26329113924050634,0.697986577181208,1.0483068364508639
"FamilySupport=yes, G1Level=Medium",FamilySize=GT3,0.21518987341772153,0.7456140350877194,1.0481051382905664
"G1Level=Low, Internet=yes",FamilySize=GT3,0.21518987341772153,0.7456140350877194,1.0481051382905664
"Activities=yes, Failures=0",School=GP,0.379746835443038,0.9259259259259259,1.047967738512151
"Absences=Medium, Address=U",School=GP,0.25316455696202533,0.9259259259259259,1.047967738512151
Result=Pass,"Address=U, SchoolSupport=no",0.47341772151898737,0.7056603773584906,1.0478791317917435
