Antecedent,Consequent,Support,Confidence,Lift
"G2Level=Medium, StudyTime=2-5 hrs",Result=Pass,0.21772151898734177,0.945054945054945,1.4086668048932198
G2Level=Medium,"Internet=yes, Result=Pass",0.369620253164557,0.8021978021978022,1.4083028083028082
"Address=U, G2Level=Medium",Result=Pass,0.34430379746835443,0.9444444444444444,1.4077568134171907
G2Level=Medium,"Result=Pass, School=GP",0.38734177215189874,0.8406593406593407,1.4070357608493202
G2Level=Medium,"Address=U, Result=Pass",0.34430379746835443,0.7472527472527473,1.4055468341182629
G2Level=Medium,"Result=Pass, SchoolSupport=no",0.38734177215189874,0.8406593406593407,1.4010989010989012
G2Level=Medium,"Failures=0, Result=Pass",0.37721518987341773,0.8186813186813187,1.381962055038978
"Activities=yes, G2Level=Medium",Result=Pass,0.22278481012658227,0.9263157894736842,1.3807348560079444
"Activities=no, Result=Pass",G1Level=Medium,0.21265822784810126,0.6511627906976744,1.3681345868381989
"G1Level=Medium, Sex=M",Result=Pass,0.20506329113924052,0.9,1.3415094339622642
"AgeGroup=<=16, G1Level=Medium",Result=Pass,0.20506329113924052,0.9,1.3415094339622642
"Activities=no, G1Level=Medium",Result=Pass,0.21265822784810126,0.8936170212765957,1.3319951826575671
"G1Level=Medium, Romantic=no",Result=Pass,0.26329113924050634,0.8813559322033899,1.3137192196993925
"G1Level=Medium, Internet=yes",Result=Pass,0.3518987341772152,0.8797468354430379,1.311320754716981
"G1Level=Medium, SchoolSupport=no",Result=Pass,0.369620253164557,0.8795180722891567,1.3109797681291202
"Address=U, G1Level=Medium",Result=Pass,0.3291139240506329,0.8783783783783783,1.3092809790922997
G1Level=Medium,"Address=U, Result=Pass",0.3291139240506329,0.6914893617021276,1.300658561296859
"Failures=0, G1Level=Medium",Result=Pass,0.3620253164556962,0.8719512195121951,1.2997008743672342
G1Level=Medium,"Internet=yes, Result=Pass",0.3518987341772152,0.7393617021276596,1.2979905437352246
G1Level=Medium,"Result=Pass, SchoolSupport=no",0.369620253164557,0.7765957446808511,1.294326241134752
"G1Level=Medium, HigherEducation=yes",Result=Pass,0.3949367088607595,0.861878453038674,1.2846867507557593
G1Level=Medium,Result=Pass,0.41012658227848103,0.8617021276595745,1.2844239261340828
G1Level=Medium,"Failures=0, Result=Pass",0.3620253164556962,0.7606382978723404,1.2839834515366428
AgeGroup=<=16,"Address=U, Romantic=no",0.31139240506329113,0.6612903225806451,1.280439595192916
"Activities=no, FamilySupport=yes",Sex=F,0.20253164556962025,0.6722689075630253,1.2766645119586297
"G1Level=Medium, School=GP",Result=Pass,0.3569620253164557,0.8545454545454546,1.2737564322469983
G1Level=Medium,"HigherEducation=yes, Result=Pass",0.3949367088607595,0.8297872340425532,1.2704106877783274
"FamilySupport=yes, G1Level=Medium",Result=Pass,0.24556962025316456,0.8508771929824562,1.268288646143661
"FamilySize=GT3, G1Level=Medium",Result=Pass,0.28607594936708863,0.849624060150376,1.2664207689033906
"G1Level=Medium, StudyTime=2-5 hrs",Result=Pass,0.19746835443037974,0.8478260869565217,1.263740771123872
"Absences=Low, G1Level=Medium",Result=Pass,0.18227848101265823,0.8470588235294118,1.262597114317425
G1Level=Medium,"Result=Pass, School=GP",0.3569620253164557,0.7500000000000001,1.2552966101694918
AgeGroup=<=16,"Romantic=no, School=GP",0.3518987341772152,0.7473118279569892,1.2507973391652998
AgeGroup=<=16,"Result=Pass, School=GP",0.3493670886075949,0.7419354838709676,1.2417987971569162
"Activities=yes, G1Level=Medium",Result=Pass,0.19746835443037974,0.8297872340425532,1.2368526696105981
"AgeGroup=17-18, G1Level=Medium",Result=Pass,0.1848101265822785,0.8295454545454546,1.2364922813036021
AgeGroup=<=16,"Address=U, Result=Pass",0.30886075949367087,0.6559139784946236,1.2337429595494112
"G1Level=Medium, Sex=F",Result=Pass,0.20506329113924052,0.826530612244898,1.231998459761263
"Failures=0, Sex=M",Result=Pass,0.29873417721518986,0.8194444444444444,1.2214360587002095
"AgeGroup=<=16, Sex=M",Result=Pass,0.1949367088607595,0.8191489361702129,1.2209955841027702
AgeGroup=<=16,"Failures=0, Romantic=no",0.31139240506329113,0.6612903225806451,1.2093040621266427
StudyTime=<2 hrs,"Romantic=no, SchoolSupport=no",0.18227848101265823,0.6857142857142858,1.209183673469388
"Absences=Low, G1Level=Medium",Failures=0,0.20506329113924052,0.9529411764705883,1.2064479638009051
AgeGroup=<=16,"Failures=0, School=GP",0.40253164556962023,0.8548387096774193,1.2059331797235022
"HigherEducation=yes, StudyTime=<2 hrs",Romantic=no,0.18734177215189873,0.7956989247311828,1.1950611226951224
"Absences=Low, Result=Pass",Failures=0,0.28860759493670884,0.9421487603305784,1.1927844882390335
"Failures=0, FamilySupport=no",Result=Pass,0.23291139240506328,0.7999999999999999,1.1924528301886792
AgeGroup=<=16,"Address=U, School=GP",0.4050632911392405,0.8602150537634409,1.1880592525753817
"AgeGroup=17-18, G2Level=Medium",Failures=0,0.19240506329113924,0.9382716049382716,1.1878759100981322
AgeGroup=<=16,"Address=U, Failures=0",0.3518987341772152,0.7473118279569892,1.1854946668394006
"AgeGroup=<=16, SchoolSupport=no",Result=Pass,0.2911392405063291,0.793103448275862,1.1821730644111905
"AgeGroup=17-18, Result=Pass",Failures=0,0.2683544303797468,0.9298245614035088,1.1771817363922628
AgeGroup=<=16,"FamilySupport=yes, School=GP",0.3139240506329114,0.6666666666666666,1.175595238095238
"Activities=no, AgeGroup=<=16",Address=U,0.18734177215189873,0.9135802469135802,1.175453412152652
"AgeGroup=<=16, StudyTime=2-5 hrs",Address=U,0.21265822784810126,0.9130434782608696,1.1747627814757118
"AgeGroup=<=16, Failures=0",Result=Pass,0.31645569620253167,0.7861635220125787,1.1718286460187493
"AgeGroup=<=16, G2Level=Medium",Address=U,0.20506329113924052,0.9101123595505618,1.1709914723859018
AgeGroup=<=16,"HigherEducation=yes, School=GP",0.46329113924050636,0.9838709677419355,1.1705693742712786
"School=GP, Sex=F",FamilySupport=yes,0.33164556962025316,0.715846994535519,1.168427945626157
"Activities=no, Sex=F",FamilySupport=yes,0.20253164556962025,0.7142857142857142,1.1658795749704838
"AgeGroup=17-18, G1Level=Medium",Failures=0,0.20506329113924052,0.9204545454545455,1.165319055944056
"Romantic=no, Sex=F",FamilySupport=yes,0.23291139240506328,0.7131782945736433,1.1640720097379715
"Activities=yes, AgeGroup=<=16",Result=Pass,0.20759493670886076,0.7809523809523811,1.164061096136568
"Absences=Medium, Failures=0",Result=Pass,0.2430379746835443,0.7804878048780488,1.1633686148182236
"AgeGroup=<=16, Failures=0",Romantic=no,0.31139240506329113,0.7735849056603774,1.161848052227563
Result=Pass,"Failures=0, SchoolSupport=no",0.5367088607594936,0.7999999999999999,1.1617647058823528
"Failures=0, SchoolSupport=no",Result=Pass,0.5367088607594936,0.7794117647058824,1.1617647058823528
"FamilySize=GT3, Sex=F",FamilySupport=yes,0.2810126582278481,0.7115384615384616,1.161395422759059
Sex=M,"Romantic=no, SchoolSupport=no",0.31139240506329113,0.6577540106951871,1.1598787242169595
"Absences=Low, FamilySupport=yes",FamilySize=GT3,0.23544303797468355,0.8230088495575221,1.1568985607659117
"FamilySupport=yes, G1Level=Medium",Failures=0,0.26329113924050634,0.912280701754386,1.1549707602339183
"Address=U, AgeGroup=<=16",Romantic=no,0.31139240506329113,0.76875,1.1545865019011408
AgeGroup=<=16,"FamilySize=GT3, School=GP",0.3468354430379747,0.7365591397849462,1.1545272230756103
"AgeGroup=<=16, Result=Pass",Romantic=no,0.2683544303797468,0.7681159420289855,1.153634209511214
"Failures=0, Romantic=no",Result=Pass,0.42278481012658226,0.773148148148148,1.1524283717679942
AgeGroup=<=16,"Internet=yes, School=GP",0.40759493670886077,0.8655913978494624,1.151207414648275
"AgeGroup=<=16, Sex=M",Romantic=no,0.18227848101265823,0.7659574468085106,1.1503923630774209
"G1Level=Low, School=GP",FamilySupport=yes,0.22278481012658227,0.704,1.149090909090909
"AgeGroup=<=16, Result=Pass",Failures=0,0.31645569620253167,0.9057971014492755,1.1467623560014866
"Failures=0, Sex=F",FamilySupport=yes,0.29873417721518986,0.7023809523809523,1.1464482487209757
"Internet=yes, Result=Fail",FamilySupport=yes,0.1848101265822785,0.701923076923077,1.145700890019072
"FamilySize=GT3, G1Level=Low",FamilySupport=yes,0.1848101265822785,0.701923076923077,1.145700890019072
AgeGroup=<=16,"HigherEducation=yes, Romantic=no",0.3468354430379747,0.7365591397849462,1.145436457539582
"FamilySupport=yes, Result=Pass",Failures=0,0.3594936708860759,0.9044585987261146,1.1450677772333822
"AgeGroup=<=16, SchoolSupport=no",Address=U,0.3265822784810127,0.8896551724137931,1.144670335841851
"AgeGroup=<=16, FamilySize=GT3",FamilySupport=yes,0.2430379746835443,0.7007299270072992,1.1437533932557156
"Result=Pass, Romantic=no",Failures=0,0.42278481012658226,0.9027027027027027,1.142844767844768
AgeGroup=<=16,"Internet=yes, Result=Pass",0.30632911392405066,0.6505376344086021,1.1420549581839903
"Result=Fail, School=GP",FamilySupport=yes,0.2,0.6991150442477876,1.1411175309003143
"Absences=Medium, Activities=yes",Failures=0,0.1848101265822785,0.9012345679012346,1.1409860715416271
"Absences=Medium, Romantic=no",Result=Pass,0.19746835443037974,0.7647058823529412,1.13984461709212
"AgeGroup=<=16, Romantic=no",Address=U,0.31139240506329113,0.8848920863309353,1.1385419351814965
"SchoolSupport=no, StudyTime=<2 hrs",Romantic=no,0.18227848101265823,0.7578947368421053,1.1382829697818693
AgeGroup=<=16,"Address=U, HigherEducation=yes",0.39746835443037976,0.8440860215053764,1.1379316672171458
"AgeGroup=<=16, Result=Pass",Address=U,0.30886075949367087,0.8840579710144928,1.1374687249209272
"AgeGroup=<=16, Romantic=no",Result=Pass,0.2683544303797468,0.762589928057554,1.1366906474820144
"Internet=yes, Result=Pass",Failures=0,0.5113924050632911,0.8977777777777777,1.1366096866096864
"Address=U, AgeGroup=<=16",Result=Pass,0.30886075949367087,0.7625,1.1365566037735848
Result=Pass,"Failures=0, Internet=yes",0.5113924050632911,0.7622641509433962,1.136205055179779
"Failures=0, Internet=yes",Result=Pass,0.5113924050632911,0.7622641509433962,1.136205055179779
"Absences=Medium, School=GP",Result=Pass,0.2430379746835443,0.761904761904762,1.1356693620844565
"Absences=Medium, SchoolSupport=no",Result=Pass,0.2430379746835443,0.761904761904762,1.1356693620844565
AgeGroup=<=16,"Failures=0, Result=Pass",0.31645569620253167,0.6720430107526882,1.1344315779799652
"Address=U, Result=Pass",Failures=0,0.4759493670886076,0.8952380952380953,1.1333943833943834
"Internet=yes, Sex=F",FamilySupport=yes,0.29873417721518986,0.6941176470588235,1.132960622265435
"Activities=no, Failures=0",Result=Pass,0.28860759493670884,0.7599999999999999,1.1328301886792451
"Absences=Low, Failures=0",Result=Pass,0.28860759493670884,0.7599999999999999,1.1328301886792451
Failures=0,"Result=Pass, SchoolSupport=no",0.5367088607594936,0.6794871794871795,1.1324786324786327
"Result=Pass, SchoolSupport=no",Failures=0,0.5367088607594936,0.8945147679324894,1.1324786324786325
"Absences=Medium, FamilySize=GT3",Result=Pass,0.2,0.7596153846153846,1.1322568940493467
AgeGroup=<=16,School=GP,0.4708860759493671,1.0,1.1318051575931232
"AgeGroup=<=16, HigherEducation=yes",School=GP,0.46329113924050636,1.0,1.1318051575931232
"AgeGroup=<=16, Internet=yes",School=GP,0.40759493670886077,1.0,1.1318051575931232
"Address=U, AgeGroup=<=16",School=GP,0.4050632911392405,1.0,1.1318051575931232
"AgeGroup=<=16, Failures=0",School=GP,0.40253164556962023,1.0,1.1318051575931232
"AgeGroup=<=16, SchoolSupport=no",School=GP,0.3670886075949367,1.0,1.1318051575931232
"AgeGroup=<=16, Romantic=no",School=GP,0.3518987341772152,1.0,1.1318051575931232
"AgeGroup=<=16, Result=Pass",School=GP,0.3493670886075949,1.0,1.1318051575931232
"AgeGroup=<=16, FamilySize=GT3",School=GP,0.3468354430379747,1.0,1.1318051575931232
"AgeGroup=<=16, FamilySupport=yes",School=GP,0.3139240506329114,1.0,1.1318051575931232
"Activities=yes, AgeGroup=<=16",School=GP,0.26582278481012656,1.0,1.1318051575931232
"Absences=Low, AgeGroup=<=16",School=GP,0.25316455696202533,1.0,1.1318051575931232
"AgeGroup=<=16, Sex=M",School=GP,0.2379746835443038,1.0,1.1318051575931232
"AgeGroup=<=16, Sex=F",School=GP,0.23291139240506328,1.0,1.1318051575931232
